author_id,type,titre,annee,venue_raw,auteurs,rank
3,conference,Adaptive Patch Labeling and Multi-Label Feature Selection for 360-Degree Image Quality Assessment.,2023,MMSP,Abderrezzaq Sendjasni | Mohamed-Chaker Larabi | Seif-Eddine Benkabou,C
3,journal,Local Anomaly Detection for Multivariate Time Series by Temporal Dependency Based on Poisson Model.,2022,IEEE Trans. Neural Networks Learn. Syst.,Seif-Eddine Benkabou | Khalid Benabdeslem | Vivien Kraus | Kilian Bourhis | Bruno Canitia,NC
3,conference,Towards a Co-selection Approach for a Global Explainability of Black Box Machine Learning Models.,2022,WISE,Khoula Meddahi | Seif-Eddine Benkabou | Allel Hadjali | Amin Mesmoudi | Dou El Kefel Mansouri | Khalid Benabdeslem | Souleyman Chaib,B
3,conference,RDF_QDAG in Action: Efficient RDF Data Querying at Scale.,2022,WISE,Boumediene Saidi | Houssameddine Yousfi | Amin Mesmoudi | Seif-Eddine Benkabou | Allel Hadjali | Houcine Matallah,B
3,journal,The Mode-Fisher pooling for time complexity optimization in deep convolutional neural networks.,2021,Neural Comput. Appl.,Dou El Kefel Mansouri | Bachir Kaddar | Seif-Eddine Benkabou | Khalid Benabdeslem,NC
17,journal,Buffer dimensioning per frames in packet networks.,2025,Real Time Syst.,Richard Garreau | Frédéric Ridouard | Henri Bauer | Pascal Richard,NC
17,conference,An unfair optimal scheduling algorithm for uniform multiprocessors.,2025,ETFA,Thomas Gaspard | Antoine Bertout | Pascal Richard | Joël Goossens | Emmanuel Grolleau,TBR
17,journal,FracAbut: A python toolbox for computing fracture stratigraphy using interface impedance.,2024,Comput. Geosci.,Paul Joseph Namongo Soro | Juliette Lamarche | Sophie Viseur | Pascal Richard | Fateh Messaadi,NC
17,conference,Link Between Real-Time Scheduling and Time-Triggered Networks.,2023,RTSS,Richard Garreau | Matheus Ladeira | Emmanuel Grolleau | Henri Bauer | Frédéric Ridouard | Pascal Richard,A*
7,journal,A temporal dependency preserving approach for anomaly detection on multivariate time series.,2025,World Wide Web (WWW),Seif-Eddine Benkabou | Khalid Benabdeslem | Dou El Kefel Mansouri | Souleyman Chaib | Amin Mesmoudi | Allel Hadjali,NC
7,journal,Bridging machine learning and query optimization: Feedback-driven selectivity estimation for spatial filters.,2025,World Wide Web (WWW),Nadir Guermoudi | Houcine Matallah | Amin Mesmoudi | Seif-Eddine Benkabou | Allel Hadjali | Ahmed Youcef Benhalima,NC
7,conference,An Advanced Entity Resolution in Data Lakes: First Steps.,2025,DATA,Lamisse F. Bouabdelli | Fatma Abdelhedi | Slimane Hammoudi | Allel Hadjali,C
7,journal,Parallel continuous skyline query over high-dimensional data stream windows.,2024,Distributed Parallel Databases,Walid Khames | Allel Hadjali | Mohand Lagha,NC
7,conference,Selectivity Estimation for Spatial Filters Using Optimizer Feedback: A Machine Learning Perspective.,2024,WISE (4),Nadir Guermoudi | Houcine Matallah | Amin Mesmoudi | Seif-Eddine Benkabou | Allel Hadjali,B
7,journal,An intelligent fuzzy system to manage western flower thrips population under biological treatment in roses yield.,2023,Comput. Electron. Agric.,Ahmad Tay | Frédéric Lafont | Jean-François Balmat | Allel Hadjali,NC
7,journal,SRDF_QDAG: An efficient end-to-end RDF data management when graph exploration meets spatial processing.,2023,Comput. Sci. Inf. Syst.,Houssameddine Yousfi | Amin Mesmoudi | Allel Hadjali | Houcine Matallah | Seif-Eddine Benkabou,NC
7,journal,Multisensor Data Fusion in IoT Environments in Dempster-Shafer Theory Setting: An Improved Evidence Distance-Based Approach.,2023,Sensors,Nour El Imane Hamda | Allel Hadjali | Mohand Lagha,NC
7,journal,CoSP: co-selection pick for a global explainability of black box machine learning models.,2023,World Wide Web (WWW),Dou El Kefel Mansouri | Seif-Eddine Benkabou | Khoula Meddahi | Allel Hadjali | Amin Mesmoudi | Khalid Benabdeslem | Souleyman Chaib,NC
7,conference,Databases and Information Systems: Contributions from ADBIS 2023 Workshops and Doctoral Consortium.,2023,ADBIS (Short Papers),Adam Przybylek | Aleksandra Karpus | Allel Hadjali | Anton Dignös | Carmem S. Hara | Danae Pla Karidi | Ester Zumpano | Fabio Persia | Genoveva Vargas-Solar | George Papastefanatos | Giancarlo Sperlì | Giorgos Giannopoulos | Ivan Lukovic | Julien Aligon | Manolis Terrovitis | Marek Grzegorowski | Mariella Bonomo | Mirian Halfeld Ferrari Alves | Nicolas Labroche | Paul Monsarrat | Richard Chbeir | Sana Sellami | Seshu Tirupathi | Simona E. Rombo | Slavica Kordic | Sonja Ristic | Tommaso Di Noia | Torben Bach Pedersen | Vincenzo Moscato,C
7,conference,Towards a Context-based Mobility Prediction in Smart Cities: First Experimentations.,2023,TrustCom,Hocine Boukhedouma | Abdelkrim Meziane | Slimane Hammoudi | Amel Benna | Allel Hadjali,B
7,journal,RG-SKY: A fuzzy group skyline relaxation for combinatorial decision making.,2022,Comput. Sci. Inf. Syst.,Sana Nadouri | Allel Hadjali | Zaïdi Sahnoun,NC
7,journal,A cooperative treatment of the plethoric answers problem in RDF.,2022,Knowl. Inf. Syst.,Louise Parkin | Brice Chardin | Stéphane Jean | Allel Hadjali | Mickaël Baron,NC
7,conference,A Fuzzy Satisfaction Concept Based-Approach for Skyline Relaxation.,2022,DEXA (2),Mohamed Haddache | Allel Hadjali | Hamid Azzoune,C
7,conference,Fuzzy Group Skyline Relaxation.,2022,LFA,Sana Nadouri | Allel Hadjali | Zaïdi Sahnoun,none
7,conference,Trust Model Recommendation Driven by Application Requirements.,2022,RCIS,Chayma Sellami | Mickaël Baron | Stéphane Jean | Mounir Bechchi | Allel Hadjali | Dominique Chabot,B
7,conference,Towards a Co-selection Approach for a Global Explainability of Black Box Machine Learning Models.,2022,WISE,Khoula Meddahi | Seif-Eddine Benkabou | Allel Hadjali | Amin Mesmoudi | Dou El Kefel Mansouri | Khalid Benabdeslem | Souleyman Chaib,B
7,conference,Explaining Unexpected Answers of SPARQL Queries.,2022,WISE,Louise Parkin | Brice Chardin | Stéphane Jean | Allel Hadjali,B
7,conference,RDF_QDAG in Action: Efficient RDF Data Querying at Scale.,2022,WISE,Boumediene Saidi | Houssameddine Yousfi | Amin Mesmoudi | Seif-Eddine Benkabou | Allel Hadjali | Houcine Matallah,B
7,journal,Skyline refinement exploiting fuzzy formal concept analysis.,2021,Int. J. Intell. Comput. Cybern.,Mohamed Haddache | Allel Hadjali | Hamid Azzoune,NC
7,journal,Selecting Services for Multiple Users: Let's Be Democratic.,2021,IEEE Trans. Serv. Comput.,Karim Benouaret | Dimitris Sacharidis | Djamal Benslimane | Allel Hadjali,NC
7,conference,Dealing with Plethoric Answers of SPARQL Queries.,2021,DEXA (1),Louise Parkin | Brice Chardin | Stéphane Jean | Allel Hadjali | Mickaël Baron,C
7,conference,On Controlling Skyline Query Results: What Does Soft Computing Bring?,2021,FQAS,Allel Hadjali,C
7,conference,A Possible Worlds Interpretation of Many-Sorted Theory for IR.,2021,IEA/AIE (2),Mohammed Sadou | Yassine Djouadi | Allel Hadj-Ali,C
7,conference,Towards a Unified Framework for Computational Trust and Reputation Models for e-Commerce Applications.,2021,RCIS,Chayma Sellami | Mickaël Baron | Mounir Bechchi | Allel Hadjali | Stéphane Jean | Dominique Chabot,B
16,journal,Vector Meson Spectrum from Top-Down Holographic QCD.,2024,Axioms,Mohammed Mia | Keshav Dasgupta | Charles Gale | Michael Richard | Olivier Trottier,NC
0,journal,Inferring from an imprecise Plackett-Luce model: Application to label ranking.,2024,Fuzzy Sets Syst.,Loïc Adam | Arthur Van Camp | Sébastien Destercke | Benjamin Quost,NC
0,journal,Handling inconsistency in (numerical) preferences using possibility theory.,2024,Inf. Fusion,Loïc Adam | Sébastien Destercke,NC
0,conference,Handling Inconsistency in (Numerical) Preferences Using Possibility Theory.,2023,ECSQARU,Loïc Adam | Sébastien Destercke,C
0,conference,Sous-ensembles maximaux cohérents multidimensionnels rendus faciles : illustration sur un problème d'estimation.,2022,LFA,Loïc Adam | Sébastien Destercke,none
0,conference,Incremental Elicitation of Preferences: Optimist or Pessimist?,2021,ADT,Loïc Adam | Sébastien Destercke,C
0,conference,Possibilistic preference elicitation by minimax regret.,2021,UAI,Loïc Adam | Sébastien Destercke,A
4,conference,Clustering Under Radius Constraints Using Minimum Dominating Sets.,2024,ISMIS,Quentin Haenn | Brice Chardin | Mickaël Baron,C
4,conference,Knowledge Graphs for Data Integration in Retail.,2024,ISMIS,Maxime Perrot | Mickaël Baron | Brice Chardin | Stéphane Jean,C
